POP_SIZE,mut_prob,xo_prob,mutation,crossover,selection_algorithm,elitism,median_fitness,mean_fitness,std_fitness,min_fitness,max_fitness
100,0.1,0.3,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.07151483923141141,0.024493131363523445,0.05714285714285552,0.13997084244475427
100,0.1,0,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.06709518506727778,0.019904655848844478,0.05714285714285552,0.10690449676496672
100,0.1,1,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.07151483923141126,0.02449313136352296,0.05714285714285552,0.13997084244474906
100,0.3,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.05714285714285553,1.3877787807814457e-17,0.05714285714285552,0.05714285714285552
100,0.3,0.5,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.05714285714285553,1.3877787807814457e-17,0.05714285714285552,0.05714285714285552
100,0.3,0.3,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.05714285714285553,1.3877787807814457e-17,0.05714285714285552,0.05714285714285552
100,0.3,0,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.058801578463592574,0.00893248768127677,0.05714285714285552,0.10690449676496672
100,0.3,1,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.05880157846359257,0.008932487681276772,0.05714285714285552,0.10690449676496672
100,0,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700822,0.1836845878698119,0.06389915047007651,0.10690449676496672,0.330738197222578
100,0,0.5,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.19973884012943133,0.19378681821925067,0.06596537720062305,0.05714285714285552,0.3307381972225771
100,0,0.3,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.20995626366712705,0.19621773687195354,0.05086290505857627,0.10690449676496672,0.29137254363387044
100,0,0,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.30505937862946775,0.3187435466577859,0.08826271333953199,0.16659862556700386,0.4729412959213412
100,0,1,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700822,0.17175044783309848,0.06081991927563063,0.05714285714285552,0.3181579635902879
100,5,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.2192638461192788,0.21627630867080144,0.06194193414554466,0.10690449676496672,0.330738197222577
100,5,0.5,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700605,0.15995307076986906,0.05941936897840835,0.05714285714285552,0.27701027756664826
100,5,0.3,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.13997084244475427,0.15285867016304922,0.04703677549004248,0.05714285714285552,0.2770102775666495
100,5,0,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.10690449676496672,0.12546406464267754,0.055084287119098144,0.05714285714285552,0.24578072191550127
100,5,1,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.22857142857142776,0.21495405695408298,0.06430310609451341,0.05714285714285552,0.3545621041711653
100,0,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700605,0.17181671178440813,0.05347868671298404,0.10690449676496672,0.31815796359028786
100,0,0.5,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700822,0.17806812490675686,0.05076866334566607,0.05714285714285552,0.27701027756664826
100,0,0.3,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.1997388401294323,0.20839894891612568,0.06037141726534587,0.10690449676496672,0.3545621041711653
100,0,0,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.34285714285714164,0.3377527733838987,0.08209379149544056,0.20995626366712705,0.5221619109284888
100,0,1,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700383,0.1593738889295109,0.04852901779656896,0.05714285714285552,0.2457807219155049
100,9,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.20995626366712802,0.20387821190836003,0.06648360148843177,0.05714285714285552,0.3428571428571436
100,9,0.5,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700822,0.1756972621817403,0.053590751631975055,0.05714285714285552,0.2770102775666495
100,9,0.3,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.13997084244475166,0.13415623465604806,0.04319780412407895,0.05714285714285552,0.22857142857142707
100,9,0,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.10690449676496672,0.10951380416679837,0.04340826784523656,0.05714285714285552,0.22857142857142845
100,9,1,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.20995626366712705,0.1962967173198381,0.06258257234479676,0.05714285714285552,0.387561713321444
