POP_SIZE,mut_prob,xo_prob,mutation,crossover,selection_algorithm,elitism,median_fitness,mean_fitness,std_fitness,min_fitness,max_fitness
100,0.1,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,True,0.05714285714285552,0.058801578463592574,0.00893248768127677,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.0637777424258037,0.016915704764101126,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_swap_2teams,crossover_swap_whole_position,tournament_selection,True,0.05714285714285552,0.06543646374654073,0.018545068144481265,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_swap_2teams,crossover_swap_whole_position,tournament_selection,False,0.05714285714285552,0.06543646374654073,0.018545068144481265,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_swap_2teams,crossover_swap_extreme_player,roulette_selection,True,0.05714285714285552,0.05880157846359257,0.008932487681276772,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_swap_2teams,crossover_swap_extreme_player,roulette_selection,False,0.05714285714285552,0.06543646374654073,0.018545068144481265,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_swap_2teams,crossover_swap_extreme_player,tournament_selection,True,0.05714285714285552,0.06046029978432962,0.012412733764670348,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_swap_2teams,crossover_swap_extreme_player,tournament_selection,False,0.05714285714285552,0.06211902110506665,0.01492849188663336,0.05714285714285552,0.10690449676496672
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_whole_position,roulette_selection,True,0.13997084244475427,0.13947160928367303,0.038730493880183695,0.05714285714285552,0.20995626366712705
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_whole_position,roulette_selection,False,0.16659862556700822,0.15672260657113318,0.031878768515526894,0.05714285714285552,0.20995626366713055
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_whole_position,tournament_selection,True,0.13997084244475427,0.1395604242299705,0.030513132485149717,0.05714285714285552,0.1895214165917356
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_whole_position,tournament_selection,False,0.16659862556700822,0.17828119171737372,0.044241533410044775,0.10690449676496672,0.27701027756664826
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_extreme_player,roulette_selection,True,0.10690449676496672,0.11581377406181878,0.03579172095021352,0.05714285714285552,0.1895214165917356
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_extreme_player,roulette_selection,False,0.10690449676496672,0.11691992579408649,0.04882778636199149,0.05714285714285552,0.24578072191550127
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_extreme_player,tournament_selection,True,0.10690449676496672,0.12145210396935859,0.036108284508173036,0.05714285714285552,0.1895214165917356
100,0.1,0.9,single_player_shift_all_teams,crossover_swap_extreme_player,tournament_selection,False,0.10690449676496672,0.12860460877114432,0.0443199273844706,0.05714285714285552,0.22857142857142776
100,0.1,0.9,full_position_swap_2teams,crossover_swap_whole_position,roulette_selection,True,0.10690449676496672,0.08534111959538519,0.02465866518671979,0.05714285714285552,0.10690449676496672
100,0.1,0.9,full_position_swap_2teams,crossover_swap_whole_position,roulette_selection,False,0.05714285714285552,0.0834569714492349,0.030431733094029086,0.05714285714285552,0.16659862556700383
100,0.1,0.9,full_position_swap_2teams,crossover_swap_whole_position,tournament_selection,True,0.05714285714285552,0.08179825012849785,0.030464633511055647,0.05714285714285552,0.16659862556700386
100,0.1,0.9,full_position_swap_2teams,crossover_swap_whole_position,tournament_selection,False,0.10690449676496672,0.09893116506045034,0.02872054104192071,0.05714285714285552,0.16659862556700822
100,0.1,0.9,full_position_swap_2teams,crossover_swap_extreme_player,roulette_selection,True,0.05714285714285552,0.07704751299170001,0.024378125167686875,0.05714285714285552,0.10690449676496672
100,0.1,0.9,full_position_swap_2teams,crossover_swap_extreme_player,roulette_selection,False,0.05714285714285552,0.07373007035022593,0.02345786187983734,0.05714285714285552,0.10690449676496672
100,0.1,0.9,full_position_swap_2teams,crossover_swap_extreme_player,tournament_selection,True,0.10690449676496672,0.08644333111804478,0.026283375189235195,0.05714285714285552,0.13997084244475427
100,0.1,0.9,full_position_swap_2teams,crossover_swap_extreme_player,tournament_selection,False,0.05714285714285552,0.08124174033042056,0.03191907340653627,0.05714285714285552,0.16659862556700822
