POP_SIZE,max_gen,elitism,mut_prob,xo_prob,mutation,crossover,selection_algorithm,best_fitness,timestamp
50,100,True,0.2,0.7,single_player_swap_2teams,crossover_swap_whole_position,tournament_selection,0.05714285714285552,2025-05-17 12:02:30.772979
50,100,True,0.2,0.7,single_player_swap_2teams,crossover_swap_extreme_player,roulette_selection,0.05714285714285552,2025-05-17 12:02:47.884025
50,100,True,0.2,0.7,single_player_swap_2teams,crossover_swap_extreme_player,tournament_selection,0.05714285714285552,2025-05-17 12:02:53.036804
50,100,True,0.2,0.7,single_player_shift_all_teams,crossover_swap_whole_position,roulette_selection,0.16659862556700822,2025-05-17 12:03:10.115719
50,100,True,0.2,0.7,single_player_shift_all_teams,crossover_swap_whole_position,tournament_selection,0.22857142857142845,2025-05-17 12:03:15.376764
50,100,True,0.2,0.7,single_player_shift_all_teams,crossover_swap_extreme_player,roulette_selection,0.20995626366713055,2025-05-17 12:03:32.481234
50,100,True,0.2,0.7,single_player_shift_all_teams,crossover_swap_extreme_player,tournament_selection,0.16659862556700822,2025-05-17 12:03:37.524993
50,100,True,0.2,0.7,full_position_swap_2teams,crossover_swap_whole_position,roulette_selection,0.05714285714285552,2025-05-17 12:03:54.591642
50,100,True,0.2,0.7,full_position_swap_2teams,crossover_swap_whole_position,tournament_selection,0.10690449676496672,2025-05-17 12:03:59.924733
50,100,True,0.2,0.7,full_position_swap_2teams,crossover_swap_extreme_player,roulette_selection,0.10690449676496672,2025-05-17 12:04:16.857156
50,100,True,0.2,0.7,full_position_swap_2teams,crossover_swap_extreme_player,tournament_selection,0.10690449676496672,2025-05-17 12:04:22.179812
50,100,True,0.2,0.8,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,0.05714285714285552,2025-05-17 12:04:39.171078
50,100,True,0.2,0.8,single_player_swap_2teams,crossover_swap_whole_position,tournament_selection,0.05714285714285552,2025-05-17 12:04:44.131603
50,100,True,0.2,0.8,single_player_swap_2teams,crossover_swap_extreme_player,roulette_selection,0.05714285714285552,2025-05-17 12:05:01.975640
50,100,True,0.2,0.8,single_player_swap_2teams,crossover_swap_extreme_player,tournament_selection,0.05714285714285552,2025-05-17 12:05:07.813130
50,100,True,0.2,0.8,single_player_shift_all_teams,crossover_swap_whole_position,roulette_selection,0.16659862556700822,2025-05-17 12:05:24.714930
50,100,True,0.2,0.8,single_player_shift_all_teams,crossover_swap_whole_position,tournament_selection,0.1895214165917356,2025-05-17 12:05:29.871322
50,100,True,0.2,0.8,single_player_shift_all_teams,crossover_swap_extreme_player,roulette_selection,0.16659862556700822,2025-05-17 12:05:46.463829
50,100,True,0.2,0.8,single_player_shift_all_teams,crossover_swap_extreme_player,tournament_selection,0.20995626366713055,2025-05-17 12:05:51.960888
50,100,True,0.2,0.8,full_position_swap_2teams,crossover_swap_whole_position,roulette_selection,0.05714285714285552,2025-05-17 12:06:09.076587
50,100,True,0.2,0.8,full_position_swap_2teams,crossover_swap_whole_position,tournament_selection,0.05714285714285552,2025-05-17 12:06:13.993308
50,100,True,0.2,0.8,full_position_swap_2teams,crossover_swap_extreme_player,roulette_selection,0.05714285714285552,2025-05-17 12:06:31.034936
50,100,True,0.2,0.8,full_position_swap_2teams,crossover_swap_extreme_player,tournament_selection,0.13997084244474906,2025-05-17 12:06:36.440190
50,100,True,0.2,0.9,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,0.05714285714285552,2025-05-17 12:06:53.621682
50,100,True,0.2,0.9,single_player_swap_2teams,crossover_swap_whole_position,tournament_selection,0.05714285714285552,2025-05-17 12:06:59.716313
50,100,True,0.2,0.9,single_player_swap_2teams,crossover_swap_extreme_player,roulette_selection,0.05714285714285552,2025-05-17 12:07:19.856206
50,100,True,0.2,0.9,single_player_swap_2teams,crossover_swap_extreme_player,tournament_selection,0.05714285714285552,2025-05-17 12:07:25.995152
50,100,True,0.2,0.9,single_player_shift_all_teams,crossover_swap_whole_position,roulette_selection,0.16659862556700822,2025-05-17 12:07:45.228628
50,100,True,0.2,0.9,single_player_shift_all_teams,crossover_swap_whole_position,tournament_selection,0.16659862556700822,2025-05-17 12:07:50.426244
50,100,True,0.2,0.9,single_player_shift_all_teams,crossover_swap_extreme_player,roulette_selection,0.10690449676496672,2025-05-17 12:08:08.805231
50,100,True,0.2,0.9,single_player_shift_all_teams,crossover_swap_extreme_player,tournament_selection,0.16659862556700822,2025-05-17 12:08:14.261630
50,100,True,0.2,0.9,full_position_swap_2teams,crossover_swap_whole_position,roulette_selection,0.05714285714285552,2025-05-17 12:08:32.280873
50,100,True,0.2,0.9,full_position_swap_2teams,crossover_swap_whole_position,tournament_selection,0.05714285714285552,2025-05-17 12:08:37.858314
50,100,True,0.2,0.9,full_position_swap_2teams,crossover_swap_extreme_player,roulette_selection,0.05714285714285552,2025-05-17 12:08:56.104891
50,100,True,0.2,0.9,full_position_swap_2teams,crossover_swap_extreme_player,tournament_selection,0.10690449676496672,2025-05-17 12:09:02.017312
50,100,True,0.3,0.7,single_player_swap_2teams,crossover_swap_whole_position,roulette_selection,0.05714285714285552,2025-05-17 12:09:21.153896
50,100,True,0.3,0.7,single_player_swap_2teams,crossover_swap_whole_position,tournament_selection,0.05714285714285552,2025-05-17 12:09:26.507558
50,100,True,0.3,0.7,single_player_swap_2teams,crossover_swap_extreme_player,roulette_selection,0.05714285714285552,2025-05-17 12:09:46.786488
50,100,True,0.3,0.7,single_player_swap_2teams,crossover_swap_extreme_player,tournament_selection,0.05714285714285552,2025-05-17 12:09:54.100897
